standard,family,shape,lb_per_ft,A_in2,d_in,bf_in,tf_in,tw_in,rx_in,ry_in,T,kdes
AISC,W,W8X24,24.0,7.08,7.93,6.5,0.4,0.245,3.42,1.61,6.125,0.794
AISC,W,W8X21,21.0,6.16,8.28,5.27,0.4,0.25,3.49,1.26,6.5,0.7
AISC,W,W8X18,18.0,5.26,8.14,5.25,0.33,0.23,3.43,1.23,6.5,0.63
AISC,W,W8X15,15.0,4.44,8.11,4.02,0.315,0.245,3.29,0.876,6.5,0.615
AISC,W,W8X13,13.0,3.84,7.99,4.0,0.255,0.23,3.21,0.843,6.5,0.555
AISC,W,W8X10,10.0,2.96,7.89,3.94,0.205,0.17,3.22,0.841,6.5,0.505
AISC,W,W6X25,25.0,7.34,6.38,6.08,0.455,0.32,2.7,1.52,4.5,0.705
AISC,W,W6X20,20.0,5.87,6.2,6.02,0.365,0.26,2.66,1.5,4.5,0.615
AISC,W,W6X15,15.0,4.43,5.99,5.99,0.26,0.23,2.56,1.45,4.5,0.51
AISC,W,W6X16,16.0,4.74,6.28,4.03,0.405,0.26,2.6,0.967,4.5,0.655
AISC,W,W6X12,12.0,3.55,6.03,4.0,0.28,0.23,2.49,0.918,4.5,0.53
AISC,W,W6X9,9.0,2.68,5.9,3.94,0.215,0.17,2.47,0.905,4.5,0.465
AISC,W,W6X8.5,8.5,2.52,5.83,3.94,0.195,0.17,2.43,0.89,4.5,0.445
AISC,W,W5X19,19.0,5.56,5.15,5.03,0.43,0.27,2.17,1.28,3.5,0.73
AISC,W,W5X16,16.0,4.71,5.01,5.0,0.36,0.24,2.13,1.26,3.5,0.66
AISC,W,W4X13,13.0,3.83,4.16,4.06,0.345,0.28,1.72,1.0,2.625,0.595
AISC,M,M12.5X12.4,12.4,3.63,12.5,3.75,0.228,0.155,4.96,0.744,11.375,0.563
AISC,M,M12.5X11.6,11.6,3.4,12.5,3.5,0.211,0.155,4.86,0.667,11.375,0.563
AISC,M,M12X11.8,11.8,3.47,12.0,3.07,0.225,0.177,4.56,0.559,10.875,0.563
AISC,M,M12X10.8,10.8,3.18,12.0,3.07,0.21,0.16,4.58,0.564,10.875,0.563
AISC,M,M12X10,10.0,2.95,12.0,3.25,0.18,0.149,4.57,0.592,11.0,0.5
AISC,M,M10X9,9.0,2.65,10.0,2.69,0.206,0.157,3.83,0.503,8.875,0.563
AISC,M,M10X8,8.0,2.37,9.95,2.69,0.182,0.141,3.82,0.5,8.875,0.563
AISC,M,M10X7.5,7.5,2.22,9.99,2.69,0.173,0.13,3.85,0.503,9.125,0.438
AISC,M,M8X6.5,6.5,1.92,8.0,2.28,0.189,0.135,3.11,0.443,6.875,0.563
AISC,M,M8X6.2,6.2,1.82,8.0,2.28,0.177,0.129,3.1,0.439,7.125,0.438
AISC,M,M6X4.4,4.4,1.29,6.0,1.84,0.171,0.114,2.36,0.372,5.25,0.375
AISC,M,M6X3.7,3.7,1.09,5.92,2.0,0.129,0.098,2.34,0.398,5.25,0.313
AISC,M,M5X18.9,18.9,5.56,5.0,5.0,0.416,0.316,2.08,1.25,3.375,0.813
AISC,M,M4X6,6.0,1.75,3.8,3.8,0.16,0.13,1.64,0.915,2.75,0.5
AISC,M,M4X4.08,4.08,1.27,4.0,2.25,0.17,0.115,1.67,0.506,2.875,0.563
AISC,M,M3X2.9,2.9,0.914,3.0,2.25,0.13,0.09,1.28,0.521,2.0,0.5
AISC,S,S24X121,121.0,35.5,24.5,8.05,1.09,0.8,9.43,1.53,20.5,2.0
AISC,S,S24X106,106.0,31.1,24.5,7.87,1.09,0.62,9.71,1.57,20.5,2.0
AISC,S,S24X100,100.0,29.3,24.0,7.25,0.87,0.745,9.01,1.27,20.5,1.75
AISC,S,S24X90,90.0,26.5,24.0,7.13,0.87,0.625,9.21,1.3,20.5,1.75
AISC,S,S24X80,80.0,23.5,24.0,7.0,0.87,0.5,9.47,1.34,20.5,1.75
AISC,S,S20X96,96.0,28.2,20.3,7.2,0.92,0.8,7.71,1.33,16.75,1.75
AISC,S,S20X86,86.0,25.3,20.3,7.06,0.92,0.66,7.89,1.36,16.75,1.75
AISC,S,S20X75,75.0,22.0,20.0,6.39,0.795,0.635,7.62,1.16,16.75,1.63
AISC,S,S20X66,66.0,19.4,20.0,6.26,0.795,0.505,7.83,1.19,16.75,1.63
AISC,S,S18X70,70.0,20.5,18.0,6.25,0.691,0.711,6.7,1.08,15.0,1.5
AISC,S,S18X54.7,54.7,16.0,18.0,6.0,0.691,0.461,7.07,1.14,15.0,1.5
AISC,S,S15X50,50.0,14.7,15.0,5.64,0.622,0.55,5.75,1.03,12.25,1.38
AISC,S,S15X42.9,42.9,12.6,15.0,5.5,0.622,0.411,5.95,1.06,12.25,1.38
AISC,S,S12X50,50.0,14.7,12.0,5.48,0.659,0.687,4.55,1.03,9.125,1.44
AISC,S,S12X40.8,40.8,11.9,12.0,5.25,0.659,0.462,4.76,1.06,9.125,1.44
AISC,S,S12X35,35.0,10.2,12.0,5.08,0.544,0.428,4.72,0.98,9.625,1.19
AISC,S,S12X31.8,31.8,9.31,12.0,5.0,0.544,0.35,4.83,1.0,9.625,1.19
AISC,S,S10X35,35.0,10.3,10.0,4.94,0.491,0.594,3.78,0.899,7.75,1.13
AISC,S,S10X25.4,25.4,7.45,10.0,4.66,0.491,0.311,4.07,0.95,7.75,1.13
AISC,S,S8X23,23.0,6.76,8.0,4.17,0.425,0.441,3.09,0.795,6.0,1.0
AISC,S,S8X18.4,18.4,5.4,8.0,4.0,0.425,0.271,3.26,0.827,6.0,1.0
AISC,S,S6X17.25,17.25,5.05,6.0,3.57,0.359,0.465,2.28,0.673,4.375,0.813
AISC,S,S6X12.5,12.5,3.66,6.0,3.33,0.359,0.232,2.45,0.702,4.375,0.813
AISC,S,S5X10,10.0,2.93,5.0,3.0,0.326,0.214,2.05,0.638,3.5,0.75
AISC,S,S4X9.5,9.5,2.79,4.0,2.8,0.293,0.326,1.56,0.564,2.5,0.75
AISC,S,S4X7.7,7.7,2.26,4.0,2.66,0.293,0.193,1.64,0.576,2.5,0.75
AISC,S,S3X7.5,7.5,2.2,3.0,2.51,0.26,0.349,1.15,0.513,1.75,0.625
AISC,S,S3X5.7,5.7,1.66,3.0,2.33,0.26,0.17,1.23,0.518,1.75,0.625
AISC,HP,HP18X204,204.0,60.2,18.3,18.1,1.13,1.13,7.6,4.31,13.5,2.31
AISC,HP,HP18X181,181.0,53.2,18.0,18.0,1.0,1.0,7.53,4.28,13.5,2.18
AISC,HP,HP18X157,157.0,46.2,17.7,17.9,0.87,0.87,7.46,4.25,13.5,2.05
AISC,HP,HP18X135,135.0,39.9,17.5,17.8,0.75,0.75,7.43,4.21,13.5,1.93
AISC,HP,HP16X183,183.0,54.1,16.5,16.3,1.13,1.13,6.81,3.89,11.75,2.31
AISC,HP,HP16X162,162.0,47.7,16.3,16.1,1.0,1.0,6.78,3.82,11.75,2.18
AISC,HP,HP16X141,141.0,41.7,16.0,16.0,0.875,0.875,6.7,3.79,11.75,2.06
AISC,HP,HP16X121,121.0,35.8,15.8,15.9,0.75,0.75,6.66,3.75,11.75,1.93
AISC,HP,HP16X101,101.0,29.9,15.5,15.8,0.625,0.625,6.59,3.71,11.75,1.81
AISC,HP,HP16X88,88.0,25.8,15.3,15.7,0.54,0.54,6.56,3.68,11.75,1.72
AISC,HP,HP14X117,117.0,34.4,14.2,14.9,0.805,0.805,5.96,3.59,11.25,1.5
AISC,HP,HP14X102,102.0,30.1,14.0,14.8,0.705,0.705,5.92,3.56,11.25,1.38
AISC,HP,HP14X89,89.0,26.1,13.8,14.7,0.615,0.615,5.88,3.53,11.25,1.31
AISC,HP,HP14X73,73.0,21.4,13.6,14.6,0.505,0.505,5.84,3.49,11.25,1.19
AISC,HP,HP12X89,89.0,25.9,12.4,12.3,0.72,0.72,5.17,2.94,9.5,1.32
AISC,HP,HP12X84,84.0,24.6,12.3,12.3,0.685,0.685,5.14,2.94,9.5,1.38
AISC,HP,HP12X74,74.0,21.8,12.1,12.2,0.61,0.605,5.11,2.92,9.5,1.31
AISC,HP,HP12X63,63.0,18.4,11.9,12.1,0.515,0.515,5.06,2.88,9.5,1.25
AISC,HP,HP12X53,53.0,15.5,11.8,12.0,0.435,0.435,5.03,2.86,9.5,1.13
AISC,HP,HP10X57,57.0,16.7,9.99,10.2,0.565,0.565,4.18,2.45,7.5,1.25
AISC,HP,HP10X42,42.0,12.4,9.7,10.1,0.42,0.415,4.13,2.41,7.5,1.13
AISC,HP,HP8X36,36.0,10.6,8.02,8.16,0.445,0.445,3.36,1.95,5.75,1.13
AISC,C,C15X50,50.0,14.7,15.0,3.72,0.65,0.716,5.24,0.865,12.125,1.44
AISC,C,C15X40,40.0,11.8,15.0,3.52,0.65,0.52,5.43,0.883,12.125,1.44
AISC,C,C15X33.9,33.9,10.0,15.0,3.4,0.65,0.4,5.61,0.901,12.125,1.44
AISC,C,C12X30,30.0,8.81,12.0,3.17,0.501,0.51,4.29,0.762,9.75,1.13
AISC,C,C12X25,25.0,7.34,12.0,3.05,0.501,0.387,4.43,0.779,9.75,1.13
AISC,C,C12X20.7,20.7,6.08,12.0,2.94,0.501,0.282,4.61,0.797,9.75,1.13
AISC,C,C10X30,30.0,8.81,10.0,3.03,0.436,0.673,3.43,0.668,8.0,1.0
AISC,C,C10X25,25.0,7.35,10.0,2.89,0.436,0.526,3.52,0.675,8.0,1.0
AISC,C,C10X20,20.0,5.87,10.0,2.74,0.436,0.379,3.67,0.69,8.0,1.0
AISC,C,C10X15.3,15.3,4.48,10.0,2.6,0.436,0.24,3.88,0.711,8.0,1.0
AISC,C,C9X20,20.0,5.87,9.0,2.65,0.413,0.448,3.22,0.64,7.0,1.0
AISC,C,C9X15,15.0,4.4,9.0,2.49,0.413,0.285,3.4,0.659,7.0,1.0
AISC,C,C9X13.4,13.4,3.94,9.0,2.43,0.413,0.233,3.48,0.666,7.0,1.0
AISC,C,C8X18.75,18.75,5.51,8.0,2.53,0.39,0.487,2.82,0.598,6.125,0.938
AISC,C,C8X13.75,13.75,4.03,8.0,2.34,0.39,0.303,2.99,0.613,6.125,0.938
AISC,C,C8X11.5,11.5,3.37,8.0,2.26,0.39,0.22,3.11,0.623,6.125,0.938
AISC,C,C7X14.75,14.75,4.33,7.0,2.3,0.366,0.419,2.51,0.561,5.25,0.875
AISC,C,C7X12.25,12.25,3.59,7.0,2.19,0.366,0.314,2.59,0.568,5.25,0.875
AISC,C,C7X9.8,9.8,2.87,7.0,2.09,0.366,0.21,2.72,0.578,5.25,0.875
AISC,C,C6X13,13.0,3.82,6.0,2.16,0.343,0.437,2.13,0.524,4.375,0.813
AISC,C,C6X10.5,10.5,3.07,6.0,2.03,0.343,0.314,2.22,0.529,4.375,0.813
AISC,C,C6X8.2,8.2,2.39,6.0,1.92,0.343,0.2,2.34,0.536,4.375,0.813
AISC,C,C5X9,9.0,2.64,5.0,1.89,0.32,0.325,1.84,0.486,3.5,0.75
AISC,C,C5X6.7,6.7,1.97,5.0,1.75,0.32,0.19,1.95,0.489,3.5,0.75
AISC,C,C4X7.25,7.25,2.13,4.0,1.72,0.296,0.321,1.47,0.447,2.5,0.75
AISC,C,C4X6.25,6.25,1.84,4.0,1.65,0.296,0.247,1.51,0.451,2.5,0.75
AISC,C,C4X5.4,5.4,1.58,4.0,1.58,0.296,0.184,1.56,0.444,2.5,0.75
AISC,C,C4X4.5,4.5,1.34,4.0,1.52,0.296,0.125,1.62,0.445,2.5,0.75
AISC,C,C3X6,6.0,1.76,3.0,1.6,0.273,0.356,1.09,0.413,1.625,0.688
AISC,C,C3X5,5.0,1.47,3.0,1.5,0.273,0.258,1.12,0.405,1.625,0.688
AISC,C,C3X4.1,4.1,1.2,3.0,1.41,0.273,0.17,1.18,0.398,1.625,0.688
AISC,C,C3X3.5,3.5,1.09,3.0,1.37,0.273,0.132,1.2,0.394,1.625,0.688
AISC,MC,MC18X58,58.0,17.1,18.0,4.2,0.625,0.7,6.29,1.02,15.125,1.44
AISC,MC,MC18X51.9,51.9,15.3,18.0,4.1,0.625,0.6,6.41,1.03,15.125,1.44
AISC,MC,MC18X45.8,45.8,13.5,18.0,4.0,0.625,0.5,6.55,1.05,15.125,1.44
AISC,MC,MC18X42.7,42.7,12.6,18.0,3.95,0.625,0.45,6.64,1.07,15.125,1.44
AISC,MC,MC13X50,50.0,14.7,13.0,4.41,0.61,0.787,4.62,1.06,10.125,1.44
AISC,MC,MC13X40,40.0,11.7,13.0,4.19,0.61,0.56,4.82,1.08,10.125,1.44
AISC,MC,MC13X35,35.0,10.3,13.0,4.07,0.61,0.447,4.95,1.09,10.125,1.44
AISC,MC,MC13X31.8,31.8,9.35,13.0,4.0,0.61,0.375,5.05,1.1,10.125,1.44
AISC,MC,MC12X50,50.0,14.7,12.0,4.14,0.7,0.835,4.28,1.09,9.375,1.31
AISC,MC,MC12X45,45.0,13.2,12.0,4.01,0.7,0.71,4.36,1.09,9.375,1.31
AISC,MC,MC12X40,40.0,11.8,12.0,3.89,0.7,0.59,4.46,1.1,9.375,1.31
AISC,MC,MC12X35,35.0,10.3,12.0,3.77,0.7,0.465,4.59,1.11,9.375,1.31
AISC,MC,MC12X31,31.0,9.12,12.0,3.67,0.7,0.37,4.71,1.11,9.375,1.31
AISC,MC,MC12X14.3,14.3,4.18,12.0,2.12,0.313,0.25,4.27,0.489,10.5,0.75
AISC,MC,MC12X10.6,10.6,3.1,12.0,1.5,0.309,0.19,4.22,0.349,10.5,0.75
AISC,MC,MC10X41.1,41.1,12.1,10.0,4.32,0.575,0.796,3.61,1.14,7.375,1.31
AISC,MC,MC10X33.6,33.6,9.87,10.0,4.1,0.575,0.575,3.75,1.15,7.375,1.31
AISC,MC,MC10X28.5,28.5,8.37,10.0,3.95,0.575,0.425,3.89,1.16,7.375,1.31
AISC,MC,MC10X25,25.0,7.34,10.0,3.41,0.575,0.38,3.87,0.993,7.375,1.31
AISC,MC,MC10X22,22.0,6.45,10.0,3.32,0.575,0.29,3.99,0.997,7.375,1.31
AISC,MC,MC10X8.4,8.4,2.46,10.0,1.5,0.28,0.17,3.61,0.364,8.5,0.75
AISC,MC,MC10X6.5,6.5,1.95,10.0,1.17,0.202,0.152,3.43,0.262,8.875,0.563
AISC,MC,MC9X25.4,25.4,7.47,9.0,3.5,0.55,0.45,3.43,1.01,6.5,1.25
AISC,MC,MC9X23.9,23.9,7.02,9.0,3.45,0.55,0.4,3.48,1.01,6.5,1.25
AISC,MC,MC8X22.8,22.8,6.7,8.0,3.5,0.525,0.427,3.09,1.02,5.625,1.19
AISC,MC,MC8X21.4,21.4,6.28,8.0,3.45,0.525,0.375,3.13,1.02,5.625,1.19
AISC,MC,MC8X20,20.0,5.87,8.0,3.03,0.5,0.4,3.04,0.867,5.75,1.13
AISC,MC,MC8X18.7,18.7,5.5,8.0,2.98,0.5,0.353,3.09,0.868,5.75,1.13
AISC,MC,MC8X8.5,8.5,2.5,8.0,1.87,0.311,0.179,3.05,0.5,6.375,0.813
AISC,MC,MC7X22.7,22.7,6.67,7.0,3.6,0.5,0.503,2.67,1.04,4.75,1.13
AISC,MC,MC7X19.1,19.1,5.61,7.0,3.45,0.5,0.352,2.77,1.04,4.75,1.13
AISC,MC,MC6X18,18.0,5.29,6.0,3.5,0.475,0.379,2.37,1.05,3.875,1.06
AISC,MC,MC6X15.3,15.3,4.49,6.0,3.5,0.385,0.34,2.38,1.05,4.25,0.875
AISC,MC,MC6X16.3,16.3,4.79,6.0,3.0,0.475,0.375,2.33,0.887,3.875,1.06
AISC,MC,MC6X15.1,15.1,4.44,6.0,2.94,0.475,0.316,2.37,0.883,3.875,1.06
AISC,MC,MC6X12,12.0,3.53,6.0,2.5,0.375,0.31,2.3,0.724,4.25,0.875
AISC,MC,MC6X7,7.0,2.09,6.0,1.88,0.291,0.179,2.34,0.537,4.5,0.75
AISC,MC,MC6X6.5,6.5,1.95,6.0,1.85,0.291,0.155,2.38,0.539,4.5,0.75
AISC,MC,MC4X13.8,13.8,4.03,4.0,2.5,0.5,0.5,1.48,0.727,2.0,1.0
AISC,MC,MC3X7.1,7.1,2.11,3.0,1.94,0.351,0.312,1.14,0.562,1.375,0.813
AISC,L,L12X12X1-3/8,105.0,31.1,12.0,,,,3.64,3.64,,2.09
AISC,L,L12X12X1-1/4,96.4,28.4,12.0,,,,3.66,3.66,,1.96
AISC,L,L12X12X1-1/8,87.2,25.8,12.0,,,,3.68,3.68,,1.84
AISC,L,L12X12X1,77.8,23.0,12.0,,,,3.7,3.7,,1.71
AISC,L,L10X10X1-3/8,87.1,25.6,10.0,,,,3.0,3.0,,2.18
AISC,L,L10X10X1-1/4,79.9,23.4,10.0,,,,3.02,3.02,,2.05
AISC,L,L10X10X1-1/8,72.3,21.3,10.0,,,,3.03,3.03,,1.93
AISC,L,L10X10X1,64.7,19.0,10.0,,,,3.05,3.05,,1.8
AISC,L,L10X10X7/8,56.9,16.8,10.0,,,,3.07,3.07,,1.68
AISC,L,L10X10X3/4,49.1,14.5,10.0,,,,3.1,3.1,,1.55
AISC,L,L8X8X1-1/8,56.9,16.8,8.0,,,,2.41,2.41,,1.75
AISC,L,L8X8X1,51.0,15.1,8.0,,,,2.43,2.43,,1.63
AISC,L,L8X8X7/8,45.0,13.3,8.0,,,,2.45,2.45,,1.5
AISC,L,L8X8X3/4,38.9,11.5,8.0,,,,2.46,2.46,,1.38
AISC,L,L8X8X5/8,32.7,9.69,8.0,,,,2.48,2.48,,1.25
AISC,L,L8X8X9/16,29.6,8.77,8.0,,,,2.49,2.49,,1.19
AISC,L,L8X8X1/2,26.4,7.84,8.0,,,,2.49,2.49,,1.13
AISC,L,L8X6X1,44.2,13.1,6.0,,,,2.49,1.72,,1.5
AISC,L,L8X6X7/8,39.1,11.5,6.0,,,,2.5,1.74,,1.38
AISC,L,L8X6X3/4,33.8,9.99,6.0,,,,2.52,1.75,,1.25
AISC,L,L8X6X5/8,28.5,8.41,6.0,,,,2.54,1.77,,1.13
AISC,L,L8X6X9/16,25.7,7.61,6.0,,,,2.55,1.78,,1.06
AISC,L,L8X6X1/2,23.0,6.8,6.0,,,,2.55,1.79,,1.0
AISC,L,L8X6X7/16,20.2,5.99,6.0,,,,2.56,1.8,,0.938
AISC,L,L8X4X1,37.4,11.1,4.0,,,,2.51,1.03,,1.5
AISC,L,L8X4X7/8,33.1,9.79,4.0,,,,2.53,1.04,,1.38
AISC,L,L8X4X3/4,28.7,8.49,4.0,,,,2.55,1.05,,1.25
AISC,L,L8X4X5/8,24.2,7.16,4.0,,,,2.56,1.06,,1.13
AISC,L,L8X4X9/16,21.9,6.49,4.0,,,,2.57,1.07,,1.06
AISC,L,L8X4X1/2,19.6,5.8,4.0,,,,2.58,1.08,,1.0
AISC,L,L8X4X7/16,17.2,5.11,4.0,,,,2.59,1.09,,0.938
AISC,L,L7X4X3/4,26.2,7.74,4.0,,,,2.21,1.08,,1.25
AISC,L,L7X4X5/8,22.1,6.5,4.0,,,,2.23,1.1,,1.13
AISC,L,L7X4X1/2,17.9,5.26,4.0,,,,2.25,1.11,,1.0
AISC,L,L7X4X7/16,15.7,4.63,4.0,,,,2.26,1.12,,0.938
AISC,L,L7X4X3/8,13.6,4.0,4.0,,,,2.27,1.12,,0.875
AISC,L,L6X6X1,37.4,11.0,6.0,,,,1.79,1.79,,1.5
AISC,L,L6X6X7/8,33.1,9.75,6.0,,,,1.81,1.81,,1.38
AISC,L,L6X6X3/4,28.7,8.46,6.0,,,,1.82,1.82,,1.25
AISC,L,L6X6X5/8,24.2,7.13,6.0,,,,1.84,1.84,,1.13
AISC,L,L6X6X9/16,21.9,6.45,6.0,,,,1.85,1.85,,1.06
AISC,L,L6X6X1/2,19.6,5.77,6.0,,,,1.86,1.86,,1.0
AISC,L,L6X6X7/16,17.2,5.08,6.0,,,,1.86,1.86,,0.938
AISC,L,L6X6X3/8,14.9,4.38,6.0,,,,1.87,1.87,,0.875
AISC,L,L6X6X5/16,12.4,3.67,6.0,,,,1.88,1.88,,0.813
AISC,L,L6X4X7/8,27.2,8.0,4.0,,,,1.86,1.1,,1.38
AISC,L,L6X4X3/4,23.6,6.94,4.0,,,,1.88,1.12,,1.25
AISC,L,L6X4X5/8,20.0,5.86,4.0,,,,1.89,1.13,,1.13
AISC,L,L6X4X9/16,18.1,5.31,4.0,,,,1.9,1.14,,1.06
AISC,L,L6X4X1/2,16.2,4.75,4.0,,,,1.91,1.14,,1.0
AISC,L,L6X4X7/16,14.3,4.18,4.0,,,,1.92,1.15,,0.938
AISC,L,L6X4X3/8,12.3,3.61,4.0,,,,1.93,1.16,,0.875
AISC,L,L6X4X5/16,10.3,3.03,4.0,,,,1.94,1.17,,0.813
AISC,L,L6X3-1/2X1/2,15.3,4.5,3.5,,,,1.92,0.968,,1.0
AISC,L,L6X3-1/2X3/8,11.7,3.44,3.5,,,,1.93,0.984,,0.875
AISC,L,L6X3-1/2X5/16,9.8,2.89,3.5,,,,1.94,0.991,,0.813
AISC,L,L5X5X7/8,27.2,8.0,5.0,,,,1.49,1.49,,1.38
AISC,L,L5X5X3/4,23.6,6.98,5.0,,,,1.5,1.5,,1.25
AISC,L,L5X5X5/8,20.0,5.9,5.0,,,,1.52,1.52,,1.13
AISC,L,L5X5X1/2,16.2,4.79,5.0,,,,1.53,1.53,,1.0
AISC,L,L5X5X7/16,14.3,4.22,5.0,,,,1.54,1.54,,0.938
AISC,L,L5X5X3/8,12.3,3.65,5.0,,,,1.55,1.55,,0.875
AISC,L,L5X5X5/16,10.3,3.07,5.0,,,,1.56,1.56,,0.813
AISC,L,L5X3-1/2X3/4,19.8,5.85,3.5,,,,1.55,0.974,,1.19
AISC,L,L5X3-1/2X5/8,16.8,4.93,3.5,,,,1.56,0.987,,1.06
AISC,L,L5X3-1/2X1/2,13.6,4.0,3.5,,,,1.58,1.0,,0.938
AISC,L,L5X3-1/2X3/8,10.4,3.05,3.5,,,,1.59,1.02,,0.813
AISC,L,L5X3-1/2X5/16,8.7,2.56,3.5,,,,1.6,1.02,,0.75
AISC,L,L5X3-1/2X1/4,7.0,2.07,3.5,,,,1.61,1.03,,0.688
AISC,L,L5X3X1/2,12.8,3.75,3.0,,,,1.58,0.824,,0.938
AISC,L,L5X3X7/16,11.3,3.31,3.0,,,,1.59,0.831,,0.875
AISC,L,L5X3X3/8,9.8,2.86,3.0,,,,1.6,0.838,,0.813
AISC,L,L5X3X5/16,8.2,2.41,3.0,,,,1.61,0.846,,0.75
AISC,L,L5X3X1/4,6.6,1.94,3.0,,,,1.62,0.853,,0.688
AISC,L,L4X4X3/4,18.5,5.44,4.0,,,,1.18,1.18,,1.13
AISC,L,L4X4X5/8,15.7,4.61,4.0,,,,1.2,1.2,,1.0
AISC,L,L4X4X1/2,12.8,3.75,4.0,,,,1.21,1.21,,0.875
AISC,L,L4X4X7/16,11.3,3.3,4.0,,,,1.22,1.22,,0.813
AISC,L,L4X4X3/8,9.8,2.86,4.0,,,,1.23,1.23,,0.75
AISC,L,L4X4X5/16,8.2,2.4,4.0,,,,1.24,1.24,,0.688
AISC,L,L4X4X1/4,6.6,1.93,4.0,,,,1.25,1.25,,0.625
AISC,L,L4X3-1/2X1/2,11.9,3.5,3.5,,,,1.23,1.04,,0.875
AISC,L,L4X3-1/2X3/8,9.1,2.68,3.5,,,,1.25,1.05,,0.75
AISC,L,L4X3-1/2X5/16,7.7,2.25,3.5,,,,1.25,1.06,,0.688
AISC,L,L4X3-1/2X1/4,6.2,1.82,3.5,,,,1.26,1.07,,0.625
AISC,L,L4X3X5/8,13.6,3.99,3.0,,,,1.23,0.845,,1.0
AISC,L,L4X3X1/2,11.1,3.25,3.0,,,,1.24,0.858,,0.875
AISC,L,L4X3X3/8,8.5,2.49,3.0,,,,1.26,0.873,,0.75
AISC,L,L4X3X5/16,7.2,2.09,3.0,,,,1.27,0.88,,0.688
AISC,L,L4X3X1/4,5.8,1.69,3.0,,,,1.27,0.887,,0.625
AISC,L,L3-1/2X3-1/2X1/2,11.1,3.25,3.5,,,,1.05,1.05,,0.875
AISC,L,L3-1/2X3-1/2X7/16,9.8,2.89,3.5,,,,1.06,1.06,,0.813
AISC,L,L3-1/2X3-1/2X3/8,8.5,2.5,3.5,,,,1.07,1.07,,0.75
AISC,L,L3-1/2X3-1/2X5/16,7.2,2.1,3.5,,,,1.08,1.08,,0.688
AISC,L,L3-1/2X3-1/2X1/4,5.8,1.7,3.5,,,,1.09,1.09,,0.625
AISC,L,L3-1/2X3X1/2,10.2,3.02,3.0,,,,1.07,0.877,,0.875
AISC,L,L3-1/2X3X7/16,9.1,2.67,3.0,,,,1.08,0.885,,0.813
AISC,L,L3-1/2X3X3/8,7.9,2.32,3.0,,,,1.09,0.892,,0.75
AISC,L,L3-1/2X3X5/16,6.6,1.95,3.0,,,,1.09,0.9,,0.688
AISC,L,L3-1/2X3X1/4,5.4,1.58,3.0,,,,1.1,0.908,,0.625
AISC,L,L3-1/2X2-1/2X1/2,9.4,2.77,2.5,,,,1.08,0.701,,0.875
AISC,L,L3-1/2X2-1/2X3/8,7.2,2.12,2.5,,,,1.1,0.716,,0.75
AISC,L,L3-1/2X2-1/2X5/16,6.1,1.79,2.5,,,,1.11,0.723,,0.688
AISC,L,L3-1/2X2-1/2X1/4,4.9,1.45,2.5,,,,1.12,0.731,,0.625
AISC,L,L3X3X1/2,9.4,2.76,3.0,,,,0.895,0.895,,0.875
AISC,L,L3X3X7/16,8.3,2.43,3.0,,,,0.903,0.903,,0.813
AISC,L,L3X3X3/8,7.2,2.11,3.0,,,,0.91,0.91,,0.75
AISC,L,L3X3X5/16,6.1,1.78,3.0,,,,0.918,0.918,,0.688
AISC,L,L3X3X1/4,4.9,1.44,3.0,,,,0.926,0.926,,0.625
AISC,L,L3X3X3/16,3.71,1.09,3.0,,,,0.933,0.933,,0.563
AISC,L,L3X2-1/2X1/2,8.5,2.5,2.5,,,,0.91,0.718,,0.875
AISC,L,L3X2-1/2X7/16,7.6,2.22,2.5,,,,0.917,0.724,,0.813
AISC,L,L3X2-1/2X3/8,6.6,1.93,2.5,,,,0.924,0.731,,0.75
AISC,L,L3X2-1/2X5/16,5.6,1.63,2.5,,,,0.932,0.739,,0.688
AISC,L,L3X2-1/2X1/4,4.5,1.32,2.5,,,,0.94,0.746,,0.625
AISC,L,L3X2-1/2X3/16,3.39,1.0,2.5,,,,0.947,0.753,,0.563
AISC,L,L3X2X1/2,7.7,2.26,2.0,,,,0.922,0.543,,0.813
AISC,L,L3X2X3/8,5.9,1.75,2.0,,,,0.937,0.555,,0.688
AISC,L,L3X2X5/16,5.0,1.48,2.0,,,,0.945,0.562,,0.625
AISC,L,L3X2X1/4,4.1,1.2,2.0,,,,0.953,0.569,,0.563
AISC,L,L3X2X3/16,3.07,0.917,2.0,,,,0.961,0.577,,0.5
AISC,L,L2-1/2X2-1/2X1/2,7.7,2.26,2.5,,,,0.735,0.735,,0.75
AISC,L,L2-1/2X2-1/2X3/8,5.9,1.73,2.5,,,,0.749,0.749,,0.625
AISC,L,L2-1/2X2-1/2X5/16,5.0,1.46,2.5,,,,0.756,0.756,,0.563
AISC,L,L2-1/2X2-1/2X1/4,4.1,1.19,2.5,,,,0.764,0.764,,0.5
AISC,L,L2-1/2X2-1/2X3/16,3.07,0.901,2.5,,,,0.771,0.771,,0.438
AISC,L,L2-1/2X2X3/8,5.3,1.55,2.0,,,,0.766,0.574,,0.625
AISC,L,L2-1/2X2X5/16,4.5,1.32,2.0,,,,0.774,0.581,,0.563
AISC,L,L2-1/2X2X1/4,3.62,1.07,2.0,,,,0.782,0.589,,0.5
AISC,L,L2-1/2X2X3/16,2.75,0.818,2.0,,,,0.79,0.597,,0.438
